osm_id,osm_type,source_layer,name,capacity,access,brand,stars,rooms,powierzchnia_m2,latitude,longitude
107309803,way,centrum_handlowe,Galeria Słupsk,,,,,,6617.24169921875,54.46447009807693,17.024388208653853
107395008,way,centrum_handlowe,,,,,,,11071.84326171875,54.37562355,18.518296175
108564347,way,centrum_handlowe,Ptak Expo,,,,,,19791.30224609375,51.64883886666667,19.494998766666665
108565286,way,centrum_handlowe,Centrum Handlowe Ptak,,,,,,62814.85791015625,51.649548343750006,19.4890974875
110016438,way,centrum_handlowe,Łomianki Park,,,,,,13805.44580078125,52.3463078,20.8679856
111609684,way,centrum_handlowe,Designer Outlet Gdańsk,,,,,,26635.82177734375,54.31950486204379,18.55226057518249
112168687,way,centrum_handlowe,Park Handlowy Batory,,,,,,7575.7978515625,53.12449582000001,18.0639196
112305949,way,centrum_handlowe,Pasaż Opieńskiego,,,,,,5485.17919921875,52.46122703,16.92106088
115804373,way,centrum_handlowe,Stara Papiernia,,,,,,11612.9921875,52.09110685714285,21.12239905714286
116569762,way,centrum_handlowe,Centrum Handlowe Skorosze,,,,,,13129.37744140625,52.18805144237287,20.90055991694915
118242974,way,centrum_handlowe,Galeria Leszno,,,,,,16201.86083984375,51.82676550909091,16.599368627272728
120240696,way,centrum_handlowe,Sadyba Best Mall,,,,,,11785.5615234375,52.187540193478256,21.061252771739127
121267696,way,centrum_handlowe,Galeria Pestka,,,,,,26059.88232421875,52.43748421967213,16.918444091803277
121749165,way,centrum_handlowe,,,,,,,11428.24365234375,53.78514249,20.509670980000003
122643939,way,centrum_handlowe,Galeria Renova,,,,,,6143.0546875,52.28944029047619,21.03081470238096
122856863,way,centrum_handlowe,Focus Mall Bydgoszcz,,,,,,29514.89013671875,53.12447530487805,18.01766988536585
123406807,way,centrum_handlowe,Homepark Janki,,,,,,12261.04052734375,52.1350201225,20.896577417500005
123406808,way,centrum_handlowe,Centrum Handlowe Janki,,,,,,83942.15283203125,52.13500159462367,20.89098288709678
123804000,way,centrum_handlowe,Galeria Victoria,,customers,,,,26659.59765625,50.76630219714286,16.266207065714283
126522505,way,centrum_handlowe,MULTIVO Centrum,,,,,,9952.89404296875,51.38137348163264,21.17508480204081
127376668,way,centrum_handlowe,Factory Kraków,,,,,,27249.52587890625,50.10938395624999,19.84641510625
128241895,way,centrum_handlowe,Solvay Park,,,,,,6166.3798828125,50.014253866666685,19.92712906481481
128517150,way,centrum_handlowe,Ruda Śląska Plaza,,,,,,12532.09423828125,50.27552050422533,18.86596673661972
132142886,way,centrum_handlowe,Galeria Wileńska,,,,,,29246.0234375,52.25522836060605,21.037596574242425
133171266,way,centrum_handlowe,Galeria IBI,,,,,,6049.9404296875,53.16301327,16.75609801
135338784,way,centrum_handlowe,Centrum Handlowe Max,,,,,,6949.87841796875,50.14194546419753,19.41331763209876
135731552,way,centrum_handlowe,Galeria Nowa Praga,,,,,,18115.513671875,52.272541855172406,21.017523906896557
135773458,way,centrum_handlowe,Pasaż Zieleniec,,,,,,8477.53564453125,53.01260257058824,18.563234288235293
137264803,way,centrum_handlowe,Galeria Mrówka,,,,,,13557.28369140625,52.86856926666666,20.60686550476191
137386012,way,centrum_handlowe,Galeria wnętrz AMC,,,,,,7150.7138671875,53.02466277142859,18.6074686
140605022,way,centrum_handlowe,Asian Market,,,,,,7200.89599609375,51.646301895454535,19.492616281818183
143494080,way,centrum_handlowe,Galeria Rondo,,,,,,10174.7490234375,49.97855904794523,20.426808178082187
144851961,way,centrum_handlowe,Galeria Rumia,,,,,,11748.77197265625,54.56336690000002,18.39110199302326
146217059,way,centrum_handlowe,City Market,,,,,,20466.294921875,50.72380690000001,23.248487117391303
146227518,way,centrum_handlowe,CH Galeria Twierdza,,,,,,31179.6044921875,50.72638733728815,23.26377609830508
146359861,way,centrum_handlowe,CH E. Leclerc,,,,,,11186.6240234375,50.71671011176471,23.273203047058825
146495145,way,centrum_handlowe,CH Galeria Lwowska,,,,,,13313.708984375,50.705395915789474,23.283084521052636
147714763,way,centrum_handlowe,Centrum Handlowe Kaszuby,,,,,,6357.853515625,54.60474433953488,18.252477093023256
147914280,way,centrum_handlowe,Nowy Turzyn,,,,,,8604.8271484375,53.42746615555555,14.53055987222222
149843483,way,centrum_handlowe,,,,,,,44379.50732421875,54.58587657804877,18.373677885365858
150217759,way,centrum_handlowe,CH Manhattan,,,,,,8204.46044921875,51.84056639444445,16.589990713888895
154101767,way,centrum_handlowe,Dekada,,,,,,12219.19091796875,51.597337756000016,18.726008526000008
154107754,way,centrum_handlowe,Galeria Sieradzka,,,,,,9150.33349609375,51.586790775,18.720512582692315
154686497,way,centrum_handlowe,Designer Outlet Sosnowiec,,,,,,22807.533203125,50.22861011578947,19.17487801052632
158479586,way,centrum_handlowe,Galeria Mazurska,,,,,,8706.5234375,53.69874964444444,19.95794489444445
160072533,way,centrum_handlowe,CH Albatros,,,,,,6919.876953125,54.17658124090908,15.594271486363636
163807606,way,centrum_handlowe,Galeria Śląska,,,,,,15496.45654296875,50.11264548333333,18.545507533333332
164143494,way,centrum_handlowe,Galeria Szperk,,,,,,29763.70849609375,54.56482339558824,18.50422747647059
164250193,way,centrum_handlowe,M1 Kraków,,,,,,61012.98681640625,50.06408582727273,19.99945151688311
166015268,way,centrum_handlowe,Plaza Zgorzelec,,,,,,16650.671875,51.153048306060604,15.026895612121214
166375583,way,centrum_handlowe,Galeria Tęcza,,,,,,8287.4267578125,51.76568975063292,18.087369554430374
167312002,way,centrum_handlowe,Galeria Kalisz,,,,,,18437.302734375,51.76652130588235,18.060756170588235
167616318,way,centrum_handlowe,Centrum Handlowe AKS,,,,,,20104.90380859375,50.290641351282055,18.96648014615384
167908523,way,centrum_handlowe,Plaza Rzeszów,,,,,,8645.18310546875,50.01966056153846,22.01903256153846
167908526,way,centrum_handlowe,CH Respan,,,,,,6590.03076171875,50.021075387096765,22.019780016129037
168569791,way,centrum_handlowe,Forum Koszalin,,,,,,39322.41748046875,54.1774039,16.202280869465646
168679843,way,centrum_handlowe,Galeria Brwinów,,,,,,8966.03662109375,52.13525927704919,20.705066304918034
169043816,way,centrum_handlowe,CH Galeria Revia Park,,,,,,8991.130859375,50.739951479166685,23.25127427083333
169409525,way,centrum_handlowe,Park Handlowy Eden,,,,,,10472.7451171875,51.1575168,15.033156883333332
169409529,way,centrum_handlowe,Galeria Słowiańska,,,,,,20199.49560546875,51.156339468000006,15.030914348
169719733,way,centrum_handlowe,CH Nasze Leszno,,,,,,5538.0078125,51.85518582857143,16.578037471428573
170046499,way,centrum_handlowe,Focus Park,,,,,,9486.724609375,50.094505849019626,18.54337234509804
172544713,way,centrum_handlowe,Galeria Grudziądzka,,,,,,16043.2861328125,53.46993396764705,18.756860352941175
172793789,way,centrum_handlowe,Centrum Handlowe Auchan Żory,,,,,,17912.33544921875,50.04022342999999,18.70262587
172841965,way,centrum_handlowe,Factory Poznań,,,,,,20031.291015625,52.352786032432434,16.888146454054056
173065811,way,centrum_handlowe,G City Biała,,,,,,44303.6513671875,53.122529435869566,23.17778266086957
173348997,way,centrum_handlowe,Pasaż Łódzki,,,,,,36669.17431640625,51.75007023421054,19.44034430789474
173435256,way,centrum_handlowe,E. Leclerc,,,,,,9221.8984375,54.15375908958335,19.42001375625
173485216,way,centrum_handlowe,Centrum Handlowe Tulipan,,,,,,36744.98779296875,51.76489346571429,19.495212799999997
173511572,way,centrum_handlowe,Atrium,,,,,,8094.9033203125,50.30448917,18.917556525
173695532,way,centrum_handlowe,Galeria Mazovia,,,,,,17981.1796875,52.53750097894736,19.75129437894737
173768707,way,centrum_handlowe,Centrum Handlowe E. Leclerc Tomasza Zana,,,,,,25079.51171875,51.24041336666667,22.519436007692317
173803415,way,centrum_handlowe,Centrum Handlowe Auchan Płock,,,,,,21403.29345703125,52.53525676764707,19.74969396470588
173803417,way,centrum_handlowe,Galeria Wisła,,,,,,16046.47021484375,52.53479296875,19.75769664375
174056752,way,centrum_handlowe,Galeria Słoneczna,,,,,,29890.35205078125,51.40637302098767,21.15539167283951
174150289,way,centrum_handlowe,Park Leszno,,,,,,6760.4404296875,51.82542619230769,16.601294115384615
174302179,way,centrum_handlowe,E. Leclerc,,,,,,17530.22265625,51.37854829374999,21.126100165625
174638513,way,centrum_handlowe,Centrum Handlowo-Rozrywkowe Manufaktura,,,,,,51233.3212890625,51.7791807972222,19.443858899074076
174995879,way,centrum_handlowe,Galeria Niwa,,,,,,8762.27099609375,50.04441835,19.20704035
175726944,way,centrum_handlowe,Galeria Diamentowa,,,,,,8470.001953125,51.203497616666674,22.5568824
175808529,way,centrum_handlowe,Galeria Krasnystaw,,,,,,6441.8388671875,50.99568361724138,23.143578251724133
175834035,way,centrum_handlowe,M Park Radom,,,,,,19373.4169921875,51.42562171034483,21.15487938275862
175847580,way,centrum_handlowe,Galeria Lubelska,,,,,,15254.8505859375,51.23682897142857,22.6043193
175999552,way,centrum_handlowe,Galeria Orkana,,,,,,9146.572265625,51.23421510909091,22.49563827727273
176332421,way,centrum_handlowe,M1 Radom,,,,,,38974.85107421875,51.38191877536234,21.17119212028985
176481730,way,centrum_handlowe,Galeria Dębiec,,,,,,11768.47705078125,52.362981533333326,16.902203900000004
177222122,way,centrum_handlowe,,,,,,,5566.97265625,51.76278312857143,20.255569557142856
177526621,way,centrum_handlowe,Retail Park,,,,,,5416.95947265625,50.766213000000015,16.262273150000002
177820212,way,centrum_handlowe,Galeria Bawełnianka,,,,,,26430.82275390625,51.36940735631069,19.37241016893203
178025478,way,centrum_handlowe,Alfa Centrum,,,,,,17900.638671875,53.48445609395603,18.747691345054932
178118389,way,centrum_handlowe,,,,,,,26291.68408203125,51.353269150943404,19.375335603773586
178847995,way,centrum_handlowe,Galeria Korona,,,,,,17367.4990234375,50.87588025588236,20.635552983823526
179465887,way,centrum_handlowe,Centrum Nowe Czyżyny,,,,,,35885.1884765625,50.07704889787235,20.016666013829784
