location_id,source_layer,name,latitude,longitude,dedup_status,matched_ref,match_distance_m,amenity,highway,operator,brand,capacity,ref,province,district,city,n_points,total_power_kw,max_power_kw,nearest_dk_odcinek_id,nearest_dk_droga,nearest_dk_dist_m,nearest_dk_ten_t,nearest_dk_sdrr_ogolem,nearest_dk_sam_osobowe,nearest_dk_lekkie_ciezarowe,nearest_dw_odcinek_id,nearest_dw_droga,nearest_dw_dist_m,nearest_dw_sdrr_ogolem,nearest_dw_sam_osobowe,traffic_primary_source,traffic_primary_dist_m,traffic_primary_sdrr_ogolem,traffic_primary_sam_osobowe,ten_t,existing_eipa_stations_1km,existing_eipa_power_kw_1km,existing_eipa_stations_2km,existing_eipa_power_kw_2km,teryt_powiat_geo,powiat_nazwa_geo,station_suspended,existing_eipa_stations_active_1km,existing_eipa_power_kw_active_1km,existing_eipa_stations_active_2km,existing_eipa_power_kw_active_2km,traffic_confidence,nearest_dk_coord_source,nearest_dw_coord_source,moc_nieznana,existing_eipa_moc_nieznana_liczba_1km,existing_eipa_moc_nieznana_liczba_2km,moc_szacowana,powiat_wojewodztwo,powiat_nazwa,powiat_powierzchnia_km2,powiat_ludnosc,powiat_gestosc_zaludnienia,cepik_dane_dostepne,powiat_liczba_bev,powiat_liczba_phev,powiat_liczba_ev_razem,powiat_ev_na_1000_mieszkancow,powiat_liczba_stacji_eipa,powiat_moc_stacji_eipa_kw,powiat_moc_kw_na_1000_mieszkancow,powiat_scalony_obszar,powiat_ev_dane_zanizone,segment,udzial_jednorodzinne_nsp,_powiat_klucz,sesje_rocznie_szacunek,energia_kwh_rocznie_szacunek,udzial_lokalizacji,sklonnosc_ladowania_publicznego,luka_infrastrukturalna_powiatu,mnoznik_luki_infrastrukturalnej,ranga_percentylowa_w_segmencie,_klucz_powiatu,pewnosc_danych_mnoznik,dane_prawdopodobnie_zanizone,dystans_do_hubu_afir_km,afir_luka_mnoznik,dostawcze_mnoznik,konkurencja_korekta_mnoznik,ruch_mnoznik,wynik_scoringowy,ranking_scoringowy_procentyl,skladowa_udzial_konkurencji,skladowa_pewnosc_danych,skladowa_luka_afir,skladowa_ruch_drogowy,skladowa_ruch_dostawczy,skladowa_korekta_konkurencji,skladowa_luka_infrastrukturalna,skladowa_sklonnosc_publiczna,index_right,tot,_suma_siatki_powiat,udzial_populacji
junction_01131,junction,,52.7823459,18.3100721,unique,,,,motorway_junction,,,,,,,,,,,70925.0,15f,1989.700776965528,,8929.0,5833.0,896.0,4190.0,275,5028.437061467641,1037.0,938.0,dk,1989.700776965528,8929.0,5833.0,,0.0,0.0,0.0,0.0,407,powiat inowrocławski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,KUJAWSKO-POMORSKIE,inowrocławski,1225,149000,122.0,True,263.0,92.0,355.0,2.38,18.0,2321.0,,False,False,korytarzowa,0.8191015997457358,KUJAWSKO-POMORSKIE|inowrocławski,717.3683843587469,16642.946517122928,1.0,,,,0.6171436588103255,KUJAWSKO-POMORSKIE|inowrocławski,1.0,False,,1.0,0.9411521152115212,1.0,1.0,15663.544317942464,0.3519785778042249,1.0,1.0,1.0,1.0,0.9411521152115212,1.0,,,110236.0,29.0,154118.0,0.0001881675080133
junction_01132,junction,,52.8169524,18.297105,unique,,,,motorway_junction,,,,,,,,,,,70911.0,15,1854.7003658512847,,10963.0,8265.0,1003.0,4195.0,400,2785.5016354556724,414.0,345.0,dk,1854.7003658512847,10963.0,8265.0,,0.0,0.0,0.0,0.0,407,powiat inowrocławski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,KUJAWSKO-POMORSKIE,inowrocławski,1225,149000,122.0,True,263.0,92.0,355.0,2.38,18.0,2321.0,,False,False,korytarzowa,0.8191015997457358,KUJAWSKO-POMORSKIE|inowrocławski,1016.4666032444784,23582.025195271897,1.0,,,,0.6926206509539843,KUJAWSKO-POMORSKIE|inowrocławski,1.0,False,,1.0,0.9463426342634264,1.0,1.0,22316.675844560097,0.4782802737280571,1.0,1.0,1.0,1.0,0.9463426342634264,1.0,,,109875.0,36.0,154118.0,0.0002335872513269
junction_01133,junction,,52.8211939,18.2933605,unique,,,,motorway_junction,,,,,,,,,,,70911.0,15,1670.6494677756175,,10963.0,8265.0,1003.0,4195.0,400,2399.520895058477,414.0,345.0,dk,1670.6494677756175,10963.0,8265.0,,0.0,0.0,0.0,0.0,407,powiat inowrocławski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,KUJAWSKO-POMORSKIE,inowrocławski,1225,149000,122.0,True,263.0,92.0,355.0,2.38,18.0,2321.0,,False,False,korytarzowa,0.8191015997457358,KUJAWSKO-POMORSKIE|inowrocławski,1016.4666032444784,23582.025195271897,1.0,,,,0.6926206509539843,KUJAWSKO-POMORSKIE|inowrocławski,1.0,False,,1.0,0.9463426342634264,1.0,1.0,22316.675844560097,0.4782802737280571,1.0,1.0,1.0,1.0,0.9463426342634264,1.0,,,109515.0,16.0,154118.0,0.0001038165561452
fuel_station_02022,fuel_station,Petrodom - Poczta,49.6174227,20.7025486,unique,,,fuel,,Petrodom Venna Sp. z o.o. Sp. k.,,,,,,,,,,20715.0,75,5661.5842764745785,,17819.0,15492.0,1602.0,12109.0,969,6343.104247822694,14610.0,12216.0,dk,5661.5842764745785,17819.0,15492.0,,3.0,1048.0,8.0,1422.0,1262,powiat Nowy Sącz,,2.0,960.0,7.0,1334.0,srednia,interpolowane,oryginalne,False,0.0,0.0,False,MAŁOPOLSKIE,Nowy Sącz + nowosądecki (obszar metropolitalny),1608,294697,183.3,True,1098.0,406.0,1504.0,5.1,40.0,6187.0,20.99,True,True,docelowa,0.8498047722342733,MAŁOPOLSKIE|Nowy Sącz + nowosądecki (obszar metropolitalny),28.50295530382292,1256.0958576960725,0.0319303338171262,0.2051366594360086,0.2119402985074626,1.1059701492537313,0.1392485001578781,MAŁOPOLSKIE|Nowy Sącz + nowosądecki (obszar metropolitalny),1.0,True,,1.0,1.0,5.129334414154172,1.0574336718715045,6812.977165834806,0.57585790344951,0.0319303338171262,1.0,1.0,1.0574336718715045,1.0,5.129334414154172,1.1059701492537313,0.2051366594360086,224187.0,2272.0,296110.0,0.0010961177554673
fuel_station_02023,fuel_station,Orlen,52.7395575,14.7143556,unique,,,fuel,,,Orlen,,465,,,,,,,60307.0,23,1550.06142374325,,10572.0,9219.0,851.0,32069.0,127,1637.765870075132,1866.0,1644.0,dk,1550.06142374325,10572.0,9219.0,,0.0,0.0,0.0,0.0,3210,powiat myśliborski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,myśliborski,1182,61756,52.0,True,85.0,37.0,122.0,1.98,6.0,2538.0,,False,False,docelowa,0.722256600660066,ZACHODNIOPOMORSKIE|myśliborski,350.688797908732,489.9134016451581,1.0,0.2944203795379538,-0.682089552238806,0.658955223880597,0.770287338174929,ZACHODNIOPOMORSKIE|myśliborski,1.0,False,,1.0,1.0,1.0,0.9833832938123572,481.772654592632,0.2196098608563375,1.0,1.0,1.0,0.9833832938123572,1.0,1.0,0.658955223880597,0.2944203795379538,5019.0,800.0,63762.0,0.006273328942003
fuel_station_02024,fuel_station,PKS,52.7398795,14.7144355,unique,,,fuel,,Stacja paliw Przedsiębiorstwa Komunikacji Samochodowej Sp. o.o. w Myśliborzu. Placówka Terenów a Dębno,,,,,,,,,,60307.0,23,1572.9667723084194,,10572.0,9219.0,851.0,32069.0,127,1660.750216386944,1866.0,1644.0,dk,1572.9667723084194,10572.0,9219.0,,0.0,0.0,0.0,0.0,3210,powiat myśliborski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,myśliborski,1182,61756,52.0,True,85.0,37.0,122.0,1.98,6.0,2538.0,,False,False,docelowa,0.722256600660066,ZACHODNIOPOMORSKIE|myśliborski,350.688797908732,489.9134016451581,1.0,0.2944203795379538,-0.682089552238806,0.658955223880597,0.770287338174929,ZACHODNIOPOMORSKIE|myśliborski,1.0,False,,1.0,1.0,1.0,0.9833832938123572,481.772654592632,0.2196098608563375,1.0,1.0,1.0,0.9833832938123572,1.0,1.0,0.658955223880597,0.2944203795379538,5019.0,800.0,63762.0,0.006273328942003
fuel_station_02025,fuel_station,DEC,52.7409983,14.6860317,unique,,,fuel,,,,,,,,,,,,60307.0,23,1097.6346183353676,,10572.0,9219.0,851.0,32069.0,127,1105.1726238023782,1866.0,1644.0,dk,1097.6346183353676,10572.0,9219.0,,0.0,0.0,0.0,0.0,3210,powiat myśliborski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,myśliborski,1182,61756,52.0,True,85.0,37.0,122.0,1.98,6.0,2538.0,,False,False,docelowa,0.722256600660066,ZACHODNIOPOMORSKIE|myśliborski,350.688797908732,763.346318938368,1.0,0.2944203795379538,-0.682089552238806,0.658955223880597,0.770287338174929,ZACHODNIOPOMORSKIE|myśliborski,1.0,False,,1.0,1.0,1.0,0.9833832938123572,750.6620174371506,0.2766990291262136,1.0,1.0,1.0,0.9833832938123572,1.0,1.0,0.658955223880597,0.2944203795379538,4670.0,2493.0,63762.0,0.0097746306577585
fuel_station_02026,fuel_station,Orlen,53.3616733,15.4194471,unique,,,fuel,,,Orlen,,,,,,,,,60605.0,10,10234.041042177276,,6580.0,4016.0,766.0,32092.0,151,10992.29782202007,898.0,695.0,dk,10234.041042177276,6580.0,4016.0,,0.0,0.0,0.0,0.0,3214,powiat stargardzki,,0.0,0.0,0.0,0.0,niska,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,stargardzki,1523,118844,78.0,True,197.0,88.0,285.0,2.4,15.0,4341.0,,False,False,docelowa,0.6956149470980368,ZACHODNIOPOMORSKIE|stargardzki,535.6255937909087,564.4475513480943,1.0,0.3130695370313742,-0.4701492537313432,0.7649253731343284,0.8442532365014209,ZACHODNIOPOMORSKIE|stargardzki,1.0,False,,1.0,1.0,1.0,0.8992863853966265,507.5999981978045,0.226365710706456,1.0,1.0,1.0,0.8992863853966265,1.0,1.0,0.7649253731343284,0.3130695370313742,18409.0,605.0,120327.0,0.002513982730393
fuel_station_02027,fuel_station,Moya,52.2255,19.59839,unique,,,fuel,,,Moya,,,,,,,,,91125.0,92,8209.976622428923,,9095.0,5637.0,538.0,10044.0,583,24.184610273231364,3719.0,3191.0,dw,24.184610273231364,3719.0,3191.0,,0.0,0.0,0.0,0.0,1002,powiat kutnowski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ŁÓDZKIE,kutnowski,887,89709,101.0,True,183.0,35.0,218.0,2.43,15.0,3277.0,,False,False,docelowa,0.8919994863233595,ŁÓDZKIE|kutnowski,200.62263325416023,219.6155674505968,1.0,0.1756003595736484,-0.4537313432835821,0.7731343283582089,0.6596147773918535,ŁÓDZKIE|kutnowski,1.0,False,,1.0,1.0,1.0,0.8845622119815668,194.26363212968687,0.1284058878797369,1.0,1.0,1.0,0.8845622119815668,1.0,1.0,0.7731343283582089,0.1756003595736484,158931.0,195.0,93341.0,0.0020891141084839
fuel_station_02028,fuel_station,Watis,52.3325364,17.525254,unique,,,fuel,,,Watis,,,,,,,,,90345.0,92,515.4095684753231,,18212.0,11278.0,1760.0,30185.0,432,7044.3568544843165,4044.0,3214.0,dk,515.4095684753231,18212.0,11278.0,,0.0,0.0,0.0,0.0,3030,powiat wrzesiński,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,WIELKOPOLSKIE,wrzesiński,703,78199,111.0,True,208.0,99.0,307.0,3.93,19.0,4322.0,,False,False,docelowa,0.8599586492074431,WIELKOPOLSKIE|wrzesiński,393.332042463474,940.926794983202,1.0,0.1980289455547898,-0.1313432835820895,0.9343283582089552,0.7945216293021787,WIELKOPOLSKIE|wrzesiński,1.0,False,,1.0,1.0,1.0,1.013965818084202,954.0676074324888,0.3071003534517471,1.0,1.0,1.0,1.013965818084202,1.0,1.0,0.9343283582089552,0.1980289455547898,85972.0,397.0,78261.0,0.0050727693231622
fuel_station_02029,fuel_station,Orlen,49.4388684,20.4067522,unique,,,fuel,,PKN Orlen,Orlen,,,,,,,,,20703.0,87,20397.12272120867,,9505.0,8217.0,851.0,12106.0,969,798.5098672299296,9634.0,8257.0,dw,798.5098672299296,9634.0,8257.0,,1.0,72.0,1.0,72.0,1211,powiat nowotarski,,1.0,72.0,1.0,72.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,MAŁOPOLSKIE,nowotarski,1475,189984,129.0,True,481.0,90.0,571.0,3.01,23.0,2460.0,,False,False,docelowa,0.9618803713462531,MAŁOPOLSKIE|nowotarski,156.01020867511315,305.6940813911191,0.3793103448275862,0.1266837400576227,0.135820895522388,1.067910447761194,0.6010419955794127,MAŁOPOLSKIE|nowotarski,1.0,False,,1.0,1.0,1.1567035208394594,0.9688604536709766,342.58655699535274,0.1815578721310008,0.3793103448275862,1.0,1.0,0.9688604536709766,1.0,1.1567035208394594,1.067910447761194,0.1266837400576227,214197.0,212.0,190563.0,0.0011124929813237
fuel_station_02030,fuel_station,Auto Gaz,51.8902062,17.778293,unique,,,fuel,,,,,,,,,,,,90417.0,11,937.0599823603284,,10316.0,7024.0,1093.0,30239.0,442,11619.11150945861,2768.0,2112.0,dk,937.0599823603284,10316.0,7024.0,,1.0,142.0,4.0,535.0,3020,powiat pleszewski,,1.0,142.0,4.0,535.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,WIELKOPOLSKIE,pleszewski,713,60871,85.0,True,153.0,62.0,215.0,3.53,6.0,879.0,,False,False,docelowa,0.9131328073635766,WIELKOPOLSKIE|pleszewski,35.17798254606003,3079.938483884054,0.0759930915371329,0.1608070348454963,0.2149253731343283,1.1074626865671642,0.1933612251341964,WIELKOPOLSKIE|pleszewski,1.0,False,,1.0,1.0,3.487091026685753,0.9484519708290456,10186.398684088956,0.6254306295020357,0.0759930915371329,1.0,1.0,0.9484519708290456,1.0,3.487091026685753,1.1074626865671642,0.1608070348454963,97620.0,4417.0,60874.0,0.0241865711688624
fuel_station_02031,fuel_station,TezetGaz,51.2575509,22.5325639,unique,,,fuel,,Tezet S.A.,,,,,,,,,,80733.0,S12s,5277.4690321737135,bazowa rozszerzona,31886.0,23108.0,2524.0,6254.0,809,3868.402533149474,9542.0,8699.0,dw,3868.402533149474,9542.0,8699.0,bazowa rozszerzona,0.0,0.0,7.0,560.0,663,powiat Lublin,,0.0,0.0,7.0,560.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,LUBELSKIE,Lublin + lubelski (obszar metropolitalny),1827,493664,270.2,True,3293.0,1161.0,4454.0,9.02,81.0,9610.0,19.47,True,True,docelowa,0.6956011730205278,LUBELSKIE|Lublin + lubelski (obszar metropolitalny),189.7764787912854,16746.28742430478,0.0728476821192053,0.3130791788856305,0.3059701492537313,1.1529850746268655,0.647379223239659,LUBELSKIE|Lublin + lubelski (obszar metropolitalny),1.0,True,3.789308444690191,1.0,1.0,3.896887444536989,0.97564538499396,63669.05406650832,0.8337881973960897,0.0728476821192053,1.0,1.0,0.97564538499396,1.0,3.896887444536989,1.1529850746268655,0.3130791788856305,280276.0,3065.0,496546.0,0.0030863203006367
fuel_station_02032,fuel_station,Orlen,50.6943815,22.4199913,unique,,,fuel,,,Orlen,,,,,,,,,80336.0,S19d,3466.439955200136,bazowa,15389.0,11455.0,1457.0,6310.0,878,3004.6355279440886,3631.0,2841.0,dw,3004.6355279440886,3631.0,2841.0,bazowa,1.0,44.0,2.0,214.0,605,powiat janowski,,1.0,44.0,2.0,214.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,LUBELSKIE,janowski,875,42260,48.0,True,51.0,16.0,67.0,1.59,3.0,664.0,,False,False,docelowa,0.9835375191424196,LUBELSKIE|janowski,50.25513501756222,768.2562817245641,0.1705426356589147,0.1115237366003062,-0.4865671641791045,0.7567164179104477,0.2844174297442374,LUBELSKIE|janowski,1.0,False,5.854308844498411,1.0,1.0,2.1619042952663525,0.8793141246476668,1460.449800676536,0.3636078922643282,0.1705426356589147,1.0,1.0,0.8793141246476668,1.0,2.1619042952663525,0.7567164179104477,0.1115237366003062,281889.0,1760.0,44216.0,0.0398045956214944
fuel_station_02033,fuel_station,Orlen,49.9632782,20.5989835,unique,,,fuel,,,Orlen,,,,,,,,,20917.0,94g,575.773882948243,,12330.0,9858.0,1004.0,12004.0,768,4981.789803621997,5072.0,3435.0,dk,575.773882948243,12330.0,9858.0,,3.0,486.0,3.0,486.0,1202,powiat brzeski,,3.0,486.0,3.0,486.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,MAŁOPOLSKIE,brzeski,591,91340,155.0,True,273.0,62.0,335.0,3.67,9.0,1804.0,,False,False,docelowa,0.9726445173513238,MAŁOPOLSKIE|brzeski,32.04302414082446,426.6911164670342,0.0830188679245283,0.1191488378540733,0.0940298507462686,1.0470149253731345,0.1689295863593305,MAŁOPOLSKIE|brzeski,1.0,False,,1.0,1.0,2.7860616197155004,0.994033823989978,1181.6952261486936,0.3349961970381638,0.0830188679245283,1.0,1.0,0.994033823989978,1.0,2.7860616197155004,1.0470149253731345,0.1191488378540733,217003.0,2118.0,90978.0,0.0029100441865066
fuel_station_02034,fuel_station,HAWA,53.1320091,17.0118813,unique,,,fuel,,,HAWA,,,,,,,,,90202.0,10,102.53392391026809,,9783.0,6162.0,1063.0,30012.0,190,8066.994896397976,6013.0,4984.0,dk,102.53392391026809,9783.0,6162.0,,0.0,0.0,0.0,0.0,3019,powiat pilski,,0.0,0.0,0.0,0.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,WIELKOPOLSKIE,pilski,1266,129629,102.0,True,444.0,179.0,623.0,4.81,35.0,8726.0,,False,False,docelowa,0.7633664946534021,WIELKOPOLSKIE|pilski,706.7390334005207,823.4035254128565,1.0,0.2656434537426185,-0.0835820895522387,0.9582089552238806,0.8834859488474898,WIELKOPOLSKIE|pilski,1.0,False,,1.0,1.0,1.0,0.936405529953917,771.0396145801495,0.2798979911413359,1.0,1.0,1.0,0.936405529953917,1.0,1.0,0.9582089552238806,0.2656434537426185,64100.0,207.0,132661.0,0.0015603681564287
fuel_station_02035,fuel_station,Watis,53.1546682,17.327748,unique,,,fuel,,Watis,Watis,,,,,,,,,90224.0,S10c,6228.574507770617,kompleksowa,7528.0,4255.0,824.0,30020.0,242,3612.365571068622,3077.0,2794.0,dw,3612.365571068622,3077.0,2794.0,kompleksowa,0.0,0.0,0.0,0.0,410,powiat nakielski,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,KUJAWSKO-POMORSKIE,nakielski,1120,82435,74.0,True,175.0,53.0,228.0,2.77,4.0,308.0,,False,False,docelowa,0.8323045267489712,KUJAWSKO-POMORSKIE|nakielski,964.594624033472,280.4316303937654,1.0,0.2173868312757202,0.382089552238806,1.191044776119403,0.9256788759077992,KUJAWSKO-POMORSKIE|nakielski,1.0,False,37.17347466688989,1.0310850568898562,1.0,1.0,0.8784215471343564,253.99459209656555,0.1528790658136101,1.0,1.0,1.0310850568898562,0.8784215471343564,1.0,1.0,1.191044776119403,0.2173868312757202,74999.0,116.0,83628.0,0.0013870952312622
fuel_station_02036,fuel_station,Netex,52.4706438,22.0854219,unique,,,fuel,,,,,,,,,,,,11507.0,"62a
62",8159.853403289791,,5922.0,4705.0,444.0,14130.0,627,7332.68912724199,4109.0,3124.0,dw,7332.68912724199,4109.0,3124.0,,0.0,0.0,0.0,0.0,1433,powiat węgrowski,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,MAZOWIECKIE,węgrowski,1221,61472,50.0,True,94.0,22.0,116.0,1.89,4.0,330.0,,False,False,docelowa,0.947617932810488,MAZOWIECKIE|węgrowski,217.3057023394281,34.15966947209445,1.0,0.1366674470326584,-0.0507462686567164,0.9746268656716418,0.6771392485001578,MAZOWIECKIE|węgrowski,1.0,False,,1.0,1.0,1.0,0.8833676345577379,30.175546418838245,0.0407588027381325,1.0,1.0,1.0,0.8833676345577379,1.0,1.0,0.9746268656716418,0.1366674470326584,250759.0,40.0,63333.0,0.0006315822714856
fuel_station_02037,fuel_station,Euroil,52.3375863,14.8279617,unique,,,fuel,,,,,,,,,,,,31515.0,A2,8383.730351640655,bazowa,18544.0,9661.0,2164.0,8035.0,139,90.13404875710452,629.0,507.0,dw,90.13404875710452,629.0,507.0,bazowa,0.0,0.0,2.0,170.0,805,powiat słubicki,,0.0,0.0,2.0,170.0,wysoka,oryginalne,ekstrapolowane,False,0.0,1.0,False,LUBUSKIE,słubicki,999,45679,46.0,True,85.0,42.0,127.0,2.78,17.0,4164.0,,False,False,docelowa,0.746977329974811,LUBUSKIE|słubicki,23.521955729936707,615.1243993527114,0.205607476635514,0.2771158690176323,-0.4805970149253731,0.7597014925373134,0.1065677297126618,LUBUSKIE|słubicki,1.0,False,12.960289260298191,1.0,1.0,2.0350806168603555,0.8507986219855934,1065.0533179254871,0.321551608429153,0.205607476635514,1.0,1.0,0.8507986219855934,1.0,2.0350806168603555,0.7597014925373134,0.2771158690176323,7513.0,328.0,46347.0,0.0070770492156989
fuel_station_02038,fuel_station,Stacja Paliw Orlen 1220,50.8620553,20.6044959,unique,,,fuel,,PKN Orlen S.A.,,,,,,,,,,21322.0,S74h,3596.7843672437707,kompleksowa,32309.0,27683.0,1632.0,26129.0,761,6693.626246698139,6632.0,5700.0,dk,3596.7843672437707,32309.0,27683.0,kompleksowa,2.0,142.0,4.0,258.0,2661,powiat Kielce,,2.0,142.0,4.0,258.0,srednia,oryginalne,oryginalne,False,1.0,1.0,False,ŚWIĘTOKRZYSKIE,Kielce + kielecki (obszar metropolitalny),2356,392182,166.5,True,2275.0,933.0,3208.0,8.18,59.0,8103.0,20.66,True,True,docelowa,0.6995554375953819,ŚWIĘTOKRZYSKIE|Kielce + kielecki (obszar metropolitalny),694.3325142311411,1980.630836435777,0.1456953642384106,0.3103111936832327,0.2656716417910448,1.1328358208955225,0.88127565519419,ŚWIĘTOKRZYSKIE|Kielce + kielecki (obszar metropolitalny),1.0,True,3.356077668287666,1.0,1.0,2.191449765345792,1.0986600152118473,4768.682138948976,0.5284327323162274,0.1456953642384106,1.0,1.0,1.0986600152118473,1.0,2.191449765345792,1.1328358208955225,0.3103111936832327,209246.0,422.0,399028.0,0.0005287849474222
fuel_station_02039,fuel_station,Stacja paliw,52.33917,20.02425,unique,,,fuel,,,,,,,,,,,,11113.0,62,10947.481123876516,,7998.0,6135.0,765.0,14054.0,577,4537.912906634306,2752.0,2104.0,dw,4537.912906634306,2752.0,2104.0,,0.0,0.0,0.0,0.0,1428,powiat sochaczewski,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,MAZOWIECKIE,sochaczewski,735,82854,113.0,True,138.0,51.0,189.0,2.28,4.0,716.0,,False,False,docelowa,0.9396877567789648,MAZOWIECKIE|sochaczewski,208.13971489087777,252.42455146813992,1.0,0.1422185702547246,0.053731343283582,1.026865671641791,0.667113988001263,MAZOWIECKIE|sochaczewski,1.0,False,,1.0,1.0,1.0,0.866811328352199,218.8044607668064,0.1378461813789092,1.0,1.0,1.0,0.866811328352199,1.0,1.0,1.026865671641791,0.1422185702547246,173959.0,229.0,84099.0,0.0027229812482907
fuel_station_02040,fuel_station,Bobryk,53.363273,14.7355926,unique,,,fuel,,,,,,,,,,,,60716.0,A6,2761.334563365944,bazowa,36924.0,27955.0,3281.0,32180.0,119,4025.613779269961,7373.0,5843.0,dk,2761.334563365944,36924.0,27955.0,bazowa,4.0,3364.0,4.0,3364.0,3214,powiat stargardzki,,4.0,3364.0,4.0,3364.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,stargardzki,1523,118844,78.0,True,197.0,88.0,285.0,2.4,15.0,4341.0,,False,False,docelowa,0.6956149470980368,ZACHODNIOPOMORSKIE|stargardzki,6.9153539104460044,771.3805544704054,0.0129107981220657,0.3130695370313742,-0.4701492537313432,0.7649253731343284,0.0262077676034101,ZACHODNIOPOMORSKIE|stargardzki,1.0,False,0.4391195317656538,1.0,1.0,7.949087110635402,1.0994250816518276,6741.423077446177,0.574873607444857,0.0129107981220657,1.0,1.0,1.0994250816518276,1.0,7.949087110635402,0.7649253731343284,0.3130695370313742,4335.0,2067.0,120327.0,0.0034356378867585
fuel_station_02041,fuel_station,,52.164459,22.3394943,unique,,,fuel,,,,,,,,,,,,11504.0,92,4672.509727131048,,14095.0,9611.0,1418.0,14360.0,803,7797.424797452531,11871.0,10786.0,dk,4672.509727131048,14095.0,9611.0,,0.0,0.0,0.0,0.0,1464,powiat Siedlce,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,MAZOWIECKIE,Siedlce + siedlecki (obszar metropolitalny),1636,155226,94.9,True,397.0,368.0,765.0,4.93,16.0,1515.0,9.76,True,True,docelowa,0.8069683620344413,MAZOWIECKIE|Siedlce + siedlecki (obszar metropolitalny),1235.1659714547145,1351.0770194697511,1.0,0.2351221465758911,0.5313432835820895,1.2656716417910447,0.9523602778654878,MAZOWIECKIE|Siedlce + siedlecki (obszar metropolitalny),1.0,True,,1.0,1.0,1.0,0.99026889177218,1337.929542769171,0.3525121918482394,1.0,1.0,1.0,0.99026889177218,1.0,1.0,1.2656716417910447,0.2351221465758911,263350.0,312.0,156922.0,0.0019882489389633
fuel_station_02042,fuel_station,Moya,53.8070775,20.0882521,unique,,,fuel,,,Moya,,,,,,,,,51411.0,16,10088.285757896962,,9211.0,7360.0,830.0,28065.0,531,3951.8377937547575,1865.0,1658.0,dw,3951.8377937547575,1865.0,1658.0,,0.0,0.0,0.0,0.0,2815,powiat ostródzki,,0.0,0.0,0.0,0.0,srednia,oryginalne,oryginalne,False,0.0,0.0,False,WARMIŃSKO-MAZURSKIE,ostródzki,1767,98242,56.0,True,142.0,44.0,186.0,1.89,27.0,8456.0,,False,False,docelowa,0.7495717956037682,WARMIŃSKO-MAZURSKIE|ostródzki,229.29219154098385,23.730524450583207,1.0,0.2752997430773622,-0.8328358208955223,0.5835820895522388,0.6884670034733186,WARMIŃSKO-MAZURSKIE|ostródzki,1.0,False,,1.0,1.0,1.0,0.859818352646414,20.4039404405359,0.0338911010693033,1.0,1.0,1.0,0.859818352646414,1.0,1.0,0.5835820895522388,0.2752997430773622,164150.0,47.0,101131.0,0.0002323718741038
fuel_station_02043,fuel_station,,53.1668569,15.4301925,unique,,,fuel,,,,,,,,,,,,60605.0,10,12278.418588785433,,6580.0,4016.0,766.0,32199.0,160,429.91640569947685,11935.0,10612.0,dw,429.91640569947685,11935.0,10612.0,,1.0,11.0,2.0,153.0,3202,powiat choszczeński,,1.0,11.0,1.0,11.0,wysoka,oryginalne,oryginalne,False,0.0,0.0,False,ZACHODNIOPOMORSKIE,choszczeński,1328,44105,33.0,True,40.0,38.0,78.0,1.77,6.0,633.0,,False,False,docelowa,0.730405049973698,ZACHODNIOPOMORSKIE|choszczeński,255.0088657964829,852.1250850408767,0.8,0.2887164650184114,-0.3791044776119402,0.8104477611940298,0.7087938111777707,ZACHODNIOPOMORSKIE|choszczeński,1.0,False,,1.0,1.0,0.8333333333333333,1.005140709587938,713.7546771963905,0.2704800680059058,0.8,1.0,1.0,1.005140709587938,1.0,0.8333333333333333,0.8104477611940298,0.2887164650184114,19059.0,5010.0,45591.0,0.0156985871271585
